abaxial, dorsal
lightsomeness, lightness
flippancy, light-mindedness
jocoseness, jocosity
jocoseness, merriness
jocoseness, humorousness
playfulness, fun
impertinence, perkiness
impertinence, pertness
impertinence, sauciness
impertinence, archness
friskiness, frolicsomeness
friskiness, sportiveness
impishness, mischievousness
impishness, puckishness
impishness, whimsicality
humor, humour
frankness, outspokenness
effusiveness, expansiveness
effusiveness, expansivity
fluency, volubility
fluency, articulateness
garrulity, garrulousness
garrulity, loquaciousness
garrulity, loquacity
garrulity, talkativeness
muteness, silence
secrecy, secretiveness
secrecy, silence
reserve, reticence
reserve, taciturnity
sociability, sociableness
conviviality, joviality
companionability, companionableness
chumminess, camaraderie
chumminess, comradeliness
chumminess, comradery
chumminess, comradeship
openness, nakedness
affability, affableness
affability, amiability
affability, amiableness
affability, bonhomie
affability, geniality
amicability, amicableness
condescension, condescendingness
familiarity, intimacy
familiarity, closeness
approachability, accessibility
amity, cordiality
neighborliness, neighbourliness
neighborliness, good-neighborliness
neighborliness, good-neighbourliness
unsociability, unsociableness
aloofness, remoteness
aloofness, standoffishness
aloofness, withdrawnness
closeness, secretiveness
furtiveness, sneakiness
furtiveness, stealthiness
virulence, virulency
flexibility, flexibleness
pliability, pliancy
pliability, pliantness
pliability, suppleness
inflexibility, rigidity
inflexibility, rigidness
pensiveness, meditativeness
pensiveness, contemplativeness
deliberation, deliberateness
reflectiveness, reflectivity
unthoughtfulness, thoughtlessness
recklessness, foolhardiness
recklessness, rashness
impetuousness, impetuosity
mindfulness, heedfulness
caution, cautiousness
caution, carefulness
wariness, chariness
alertness, sharp-sightedness
watchfulness, vigilance
carelessness, sloppiness
incaution, incautiousness
unmindfulness, heedlessness
unmindfulness, inadvertence
unmindfulness, inadvertency
negligence, neglect
negligence, neglectfulness
delinquency, dereliction
laxness, laxity
laxness, remissness
laxness, slackness
manfulness, manliness
manfulness, virility
hoydenism, tomboyishness
femininity, muliebrity
womanliness, womanlike
effeminacy, effeminateness
effeminacy, sissiness
effeminacy, softness
effeminacy, womanishness
effeminacy, unmanliness
trustworthiness, trustiness
responsibility, responsibleness
accountability, answerability
accountability, answerableness
dependability, dependableness
dependability, reliability
dependability, reliableness
untrustworthiness, untrustiness
irresponsibility, irresponsibleness
solidity, solidness
undependability, undependableness
undependability, unreliability
undependability, unreliableness
flightiness, arbitrariness
flightiness, whimsicality
flightiness, whimsy
flightiness, whimsey
flightiness, capriciousness
conscientiousness, painstakingness
meticulousness, meticulosity
meticulousness, punctiliousness
meticulousness, scrupulousness
strictness, stringency
nonchalance, unconcern
nonchalance, indifference
recommendation, passport
color, colour
impression, effect
form, shape
form, cast
persona, image
semblance, gloss
semblance, color
semblance, colour
guise, pretense
guise, pretence
guise, pretext
disguise, camouflage
countenance, visage
expression, look
expression, aspect
expression, face
band, banding
band, stria
band, striation
speck, pinpoint
crisscross, cross
crisscross, mark
eyespot, ocellus
hatch, hatching
hatch, crosshatch
hatch, hachure
spot, speckle
spot, dapple
spot, patch
spot, fleck
spot, maculation
stripe, streak
stripe, bar
hairiness, pilosity
hirsuteness, hirsutism
glory, resplendence
glory, resplendency
glamor, glamour
comeliness, fairness
comeliness, loveliness
comeliness, beauteousness
prettiness, cuteness
adorability, adorableness
bewitchery, beguilement
curvaceousness, shapeliness
curvaceousness, voluptuousness
appeal, appealingness
appeal, charm
associability, associableness
attraction, attractiveness
allure, allurement
allure, temptingness
lure, enticement
lure, come-on
show-stopper, showstopper
grotesqueness, grotesquery
grotesqueness, grotesquerie
garishness, gaudiness
disfigurement, disfiguration
disfigurement, deformity
homeliness, plainness
blemish, defect
blemish, mar
birthmark, nevus
check, chip
dent, ding
dent, gouge
dent, nick
scratch, scrape
scratch, scar
scratch, mark
smudge, spot
smudge, blot
smudge, daub
smudge, smear
smudge, smirch
smudge, slur
blotch, splodge
blotch, splotch
fingermark, fingerprint
stain, discoloration
stain, discolouration
wart, verruca
chasteness, restraint
chasteness, simplicity
chasteness, simpleness
austereness, severity
austereness, severeness
bareness, starkness
ornateness, elaborateness
baroque, baroqueness
flamboyance, floridness
flamboyance, floridity
flamboyance, showiness
coating, finish
coating, finishing
luster, lustre
clearness, clarity
clearness, uncloudedness
pellucidness, pellucidity
pellucidness, limpidity
transparency, transparence
transparency, transparentness
translucence, translucency
translucence, semitransparency
distinctness, sharpness
discernability, legibility
opacity, opaqueness
cloudiness, murkiness
cloudiness, muddiness
turbidity, turbidness
haziness, mistiness
haziness, steaminess
haziness, vaporousness
haziness, vapourousness
indistinctness, softness
indistinctness, blurriness
indistinctness, fogginess
indistinctness, fuzziness
dimness, faintness
sharpness, keenness
dullness, bluntness
obviousness, noticeability
obviousness, noticeableness
obviousness, patency
apparentness, apparency
boldness, strikingness
predomination, predominance
ease, easiness
ease, simplicity
ease, simpleness
facility, readiness
difficulty, difficultness
arduousness, strenuousness
laboriousness, operoseness
laboriousness, toilsomeness
asperity, grimness
asperity, hardship
asperity, rigor
asperity, rigour
asperity, severity
asperity, severeness
asperity, rigorousness
asperity, rigourousness
hardness, ruggedness
formidability, toughness
burdensomeness, heaviness
burdensomeness, onerousness
burdensomeness, oppressiveness
subtlety, niceness
troublesomeness, inconvenience
troublesomeness, worriment
awkwardness, cumbersomeness
awkwardness, unwieldiness
combustibility, combustibleness
combustibility, burnability
flammability, inflammability
congenialness, congeniality
harmony, harmoniousness
agreement, correspondence
conformity, conformance
justness, rightness
justness, nicety
congruity, congruousness
congruity, congruence
incongruity, incongruousness
suitability, suitableness
felicity, felicitousness
aptness, appositeness
fitness, fittingness
qualification, making
opportuneness, patness
opportuneness, timeliness
handiness, accessibility
handiness, availability
handiness, availableness
painfulness, distressingness
piquancy, piquance
piquancy, piquantness
unsuitability, unsuitableness
unsuitability, ineptness
inaptness, inappositeness
inappropriateness, unworthiness
habitability, habitableness
inaccessibility, unavailability
inopportuneness, untimeliness
humanness, humanity
humanness, manhood
air, aura
air, atmosphere
vibration, vibe
quality, caliber
quality, calibre
fineness, choiceness
admirability, admirableness
admirability, wonderfulness
impressiveness, grandness
impressiveness, magnificence
impressiveness, richness
expansiveness, expansivity
stateliness, majesty
stateliness, loftiness
ingenuity, ingeniousness
ingenuity, cleverness
scrawniness, scrubbiness
point, spot
salability, salableness
hallmark, trademark
hallmark, earmark
hallmark, stylemark
mold, mould
bubbliness, effervescence
bubbliness, frothiness
changeableness, changeability
commutability, transmutability
fluidity, fluidness
inconstancy, changefulness
capriciousness, unpredictability
variability, variableness
variability, variance
exchangeability, interchangeability
exchangeability, interchangeableness
exchangeability, fungibility
replaceability, substitutability
replaceability, commutability
permutability, permutableness
permutability, transposability
progressiveness, progressivity
changelessness, unchangeability
changelessness, unchangeableness
changelessness, unchangingness
constancy, stability
invariability, invariableness
invariability, invariance
monotony, humdrum
monotony, sameness
fixedness, unalterability
mutability, mutableness
immutability, immutableness
immutability, fixity
otherness, distinctness
otherness, separateness
identity, identicalness
identity, indistinguishability
oneness, unity
homomorphism, homomorphy
isomorphism, isomorphy
likeness, alikeness
likeness, similitude
parallelism, correspondence
uniformity, uniformness
homogeneity, homogeneousness
consistency, consistence
analogue, analog
analogue, parallel
comparison, compare
comparison, equivalence
comparison, comparability
discrepancy, disagreement
discrepancy, divergence
discrepancy, variance
allowance, leeway
allowance, margin
allowance, tolerance
dissimilarity, unsimilarity
disparateness, distinctiveness
unlikeness, dissimilitude
heterogeneity, heterogeneousness
diverseness, diversity
diverseness, multifariousness
diverseness, variety
variety, change
gap, spread
gulf, disconnect
gulf, disconnection
ineluctability, unavoidability
inevitability, inevitableness
determinateness, definiteness
finality, conclusiveness
finality, decisiveness
indisputability, indubitability
indisputability, unquestionability
indisputability, unquestionableness
incontrovertibility, incontrovertibleness
incontrovertibility, positivity
incontrovertibility, positiveness
demonstrability, provability
likelihood, likeliness
uncertainty, uncertainness
uncertainty, precariousness
doubt, dubiousness
doubt, doubtfulness
doubt, question
indefiniteness, indeterminateness
indefiniteness, indefinity
indefiniteness, indetermination
indefiniteness, indeterminacy
improbability, improbableness
unlikelihood, unlikeliness
factuality, factualness
tangibility, tangibleness
tangibility, palpability
intangibility, intangibleness
intangibility, impalpability
materiality, physicalness
materiality, corporeality
materiality, corporality
substantiality, substantialness
substantiality, solidness
immateriality, incorporeality
particularity, specialness
individuality, individualism
individuality, individuation
singularity, uniqueness
peculiarity, specialness
peculiarity, specialty
peculiarity, speciality
peculiarity, distinctiveness
idiosyncrasy, foible
idiosyncrasy, mannerism
commonality, commonness
universality, catholicity
simplicity, simpleness
complexity, complexness
complicatedness, complication
complicatedness, knottiness
complicatedness, tortuousness
elaborateness, elaboration
elaborateness, intricacy
elaborateness, involution
cyclicity, periodicity
orderliness, methodicalness
organization, organisation
organization, system
evenness, invariability
irregularity, unregularity
fitfulness, jerkiness
intermittence, intermittency
fluctuation, wavering
randomness, haphazardness
randomness, stochasticity
randomness, noise
unevenness, variability
locomotion, motivity
movability, movableness
maneuverability, manoeuvrability
looseness, play
slack, slackness
unsteadiness, ricketiness
instability, unstableness
immovability, immovableness
tightness, tautness
fastness, fixedness
fastness, fixity
fastness, fixture
fastness, secureness
lodgment, lodgement
lodgment, lodging
steadiness, firmness
stability, stableness
pleasantness, sweetness
agreeableness, amenity
acridity, acridness
unpalatability, unpalatableness
disgustingness, unsavoriness
offensiveness, odiousness
offensiveness, distastefulness
loathsomeness, repulsiveness
loathsomeness, sliminess
loathsomeness, vileness
loathsomeness, lousiness
loathsomeness, wickedness
hatefulness, obnoxiousness
hatefulness, objectionableness
awfulness, dreadfulness
awfulness, horridness
awfulness, terribleness
ghastliness, grimness
ghastliness, gruesomeness
ghastliness, luridness
credibility, credibleness
credibility, believability
authenticity, genuineness
authenticity, legitimacy
cogency, validity
cogency, rigor
cogency, rigour
plausibility, plausibleness
reasonableness, tenability
reasonableness, tenableness
incredibility, incredibleness
implausibility, implausibleness
logicality, logicalness
rationality, rationalness
illogicality, illogicalness
illogicality, illogic
illogicality, inconsequence
simplicity, simmpleness
sincerity, unassumingness
spontaneity, spontaneousness
ease, informality
naturalization, naturalisation
airs, pose
coyness, demureness
preciosity, preciousness
staginess, theatricality
pretension, pretense
pretension, pretence
pretentiousness, pretension
pretentiousness, largeness
supernaturalism, supernaturalness
virtu, vertu
nutritiousness, nutritiveness
salubrity, salubriousness
unwholesomeness, morbidness
unwholesomeness, morbidity
harmfulness, noisomeness
harmfulness, noxiousness
perniciousness, toxicity
deadliness, lethality
jejunity, jejuneness
putrescence, rottenness
insalubrity, insalubriousness
adequacy, adequateness
acceptability, acceptableness
inadequacy, inadequateness
perishability, perishableness
unacceptability, unacceptableness
palatability, palatableness
ordinariness, mundaneness
ordinariness, mundanity
averageness, mediocrity
normality, normalcy
commonness, commonplaceness
commonness, everydayness
prosiness, prosaicness
unexpectedness, surprisingness
unfamiliarity, strangeness
oddity, queerness
oddity, quirk
oddity, quirkiness
oddity, crotchet
eeriness, ghostliness
abnormality, freakishness
outlandishness, bizarreness
outlandishness, weirdness
oddity, oddness
foreignness, strangeness
foreignness, curiousness
exoticism, exoticness
exoticism, exotism
alienage, alienism
indigenousness, autochthony
indigenousness, endemism
freshness, novelty
unorthodoxy, heterodoxy
conventionality, convention
conventionality, conventionalism
ossification, conformity
traditionalism, traditionality
scholasticism, academicism
scholasticism, academism
correctness, rightness
incorrectness, wrongness
erroneousness, error
accuracy, truth
exactness, exactitude
preciseness, precision
inexactness, inexactitude
impreciseness, imprecision
reproducibility, duplicability
deservingness, merit
deservingness, meritoriousness
praiseworthiness, laudability
praiseworthiness, laudableness
baseness, sordidness
baseness, contemptibility
baseness, despicableness
baseness, despicability
shamefulness, disgracefulness
shamefulness, ignominiousness
validity, validness
effect, force
invalidity, invalidness
lawlessness, outlawry
refinement, civilization
refinement, civilisation
dash, elan
dash, flair
dash, panache
dash, style
daintiness, delicacy
daintiness, fineness
breeding, genteelness
breeding, gentility
chic, chicness
chic, chichi
chic, modishness
chic, smartness
chic, stylishness
chic, swank
jauntiness, nattiness
jauntiness, dapperness
jauntiness, rakishness
magnificence, brilliance
magnificence, splendor
magnificence, splendour
magnificence, grandeur
magnificence, grandness
pomp, eclat
awkwardness, clumsiness
awkwardness, gracelessness
awkwardness, stiffness
rusticity, gaucherie
dowdiness, drabness
dowdiness, homeliness
shabbiness, seediness
shabbiness, manginess
shabbiness, sleaziness
coarseness, commonness
coarseness, grossness
coarseness, vulgarity
coarseness, vulgarism
coarseness, raunch
crudeness, roughness
boorishness, uncouthness
ostentation, ostentatiousness
ostentation, pomposity
ostentation, pompousness
ostentation, pretentiousness
ostentation, puffiness
ostentation, splashiness
ostentation, inflation
cheapness, tackiness
cheapness, tat
cheapness, sleaze
flashiness, garishness
flashiness, gaudiness
flashiness, loudness
flashiness, brashness
flashiness, meretriciousness
flashiness, tawdriness
flashiness, glitz
comprehensibility, understandability
legibility, readability
clarity, lucidity
clarity, lucidness
clarity, pellucidity
clarity, clearness
clarity, limpidity
coherence, coherency
preciseness, clearcutness
perspicuity, perspicuousness
perspicuity, plainness
unambiguity, unequivocalness
impenetrability, impenetrableness
opacity, opaqueness
obscureness, obscurity
obscureness, abstruseness
obscureness, reconditeness
ambiguity, equivocalness
equivocation, prevarication
equivocation, evasiveness
